League	Year	GameDate	GameID	BoxScoreURL	PlayByPlayURL	HomeNameFull	HomeName3	AwayNameFull	AwayName3	HaveBoxScore	HavePlayByPlay	AnalyzedPlayByPlay
NBA	2010-2011	2010-10-26	20101026HOULAL	http://www.nba.com/games/20101026/HOULAL/boxscore.html	http://www.nba.com/games/20101026/HOULAL/gameinfo.html	Los Angeles Lakers	LAL	Houston Rockets	HOU	NULL	2010-11-01 14:12:49	2010-11-01 14:15:39
NBA	2010-2011	2010-10-26	20101026MIABOS	http://www.nba.com/games/20101026/MIABOS/boxscore.html	http://www.nba.com/games/20101026/MIABOS/gameinfo.html	Boston Celtics	BOS	Miami Heat	MIA	NULL	2010-11-01 14:12:52	2010-11-01 14:59:18
NBA	2010-2011	2010-10-26	20101026PHXPOR	http://www.nba.com/games/20101026/PHXPOR/boxscore.html	http://www.nba.com/games/20101026/PHXPOR/gameinfo.html	Portland Trailblazers	POR	Phoenix Suns	PHX	NULL	2010-11-01 14:12:55	2010-11-01 14:55:45
NBA	2010-2011	2010-10-27	20101027ATLMEM	http://www.nba.com/games/20101027/ATLMEM/boxscore.html	http://www.nba.com/games/20101027/ATLMEM/gameinfo.html	Memphis Grizzlies	MEM	Atlanta Hawks	ATL	NULL	2010-10-29 14:50:05	2010-10-29 15:19:17
NBA	2010-2011	2010-10-27	20101027BOSCLE	http://www.nba.com/games/20101027/BOSCLE/boxscore.html	http://www.nba.com/games/20101027/BOSCLE/gameinfo.html	Cleveland Cavaliers	CLE	Boston Celtics	BOS	NULL	2010-11-01 15:01:17	2010-11-01 15:07:44
NBA	2010-2011	2010-10-27	20101027CHADAL	http://www.nba.com/games/20101027/CHADAL/boxscore.html	http://www.nba.com/games/20101027/CHADAL/gameinfo.html	Dallas Maverics	DAL	Charlotte Bobcats	CHA	NULL	2010-10-29 14:50:10	2010-10-29 15:19:20
NBA	2010-2011	2010-10-27	20101027CHIOKC	http://www.nba.com/games/20101027/CHIOKC/boxscore.html	http://www.nba.com/games/20101027/CHIOKC/gameinfo.html	Oklahoma City Thunder	OKC	Chicago Bulls	CHI	NULL	2010-11-01 15:01:21	2010-11-01 15:08:38
NBA	2010-2011	2010-10-27	20101027DETNJN	http://www.nba.com/games/20101027/DETNJN/boxscore.html	http://www.nba.com/games/20101027/DETNJN/gameinfo.html	New Jersey Nets	NJN	Detroit Pistons	DET	NULL	2010-11-01 15:01:24	2010-11-01 15:08:49
NBA	2010-2011	2010-10-27	20101027HOUGSW	http://www.nba.com/games/20101027/HOUGSW/boxscore.html	http://www.nba.com/games/20101027/HOUGSW/gameinfo.html	Golden State Warriors	GSW	Houston Rockets	HOU	NULL	2010-11-01 15:01:27	2010-11-01 15:14:48
NBA	2010-2011	2010-10-27	20101027INDSAS	http://www.nba.com/games/20101027/INDSAS/boxscore.html	http://www.nba.com/games/20101027/INDSAS/gameinfo.html	San Antonio Spurs	SAS	Indianapolis Pacers	IND	NULL	2010-11-01 15:01:31	2010-11-01 15:21:05
NBA	2010-2011	2010-10-27	20101027MIAPHI	http://www.nba.com/games/20101027/MIAPHI/boxscore.html	http://www.nba.com/games/20101027/MIAPHI/gameinfo.html	Philadelphia 76ers	PHI	Miami Heat	MIA	NULL	2010-11-01 15:01:34	2010-11-01 15:16:19
NBA	2010-2011	2010-10-27	20101027MILNOH	http://www.nba.com/games/20101027/MILNOH/boxscore.html	http://www.nba.com/games/20101027/MILNOH/gameinfo.html	New Orleans Hornets	NOH	Milwaukee Bucks	MIL	NULL	2010-11-01 15:01:37	2010-11-01 15:16:22
NBA	2010-2011	2010-10-27	20101027NYKTOR	http://www.nba.com/games/20101027/NYKTOR/boxscore.html	http://www.nba.com/games/20101027/NYKTOR/gameinfo.html	Toronto Raptors	TOR	New York Knicks	NYK	NULL	2010-11-01 15:01:41	2010-11-01 15:21:08
NBA	2010-2011	2010-10-27	20101027PORLAC	http://www.nba.com/games/20101027/PORLAC/boxscore.html	http://www.nba.com/games/20101027/PORLAC/gameinfo.html	Los Angeles Clippers	LAC	Portland Trailblazers	POR	NULL	2010-11-01 15:01:44	2010-11-01 15:16:29
NBA	2010-2011	2010-10-27	20101027SACMIN	http://www.nba.com/games/20101027/SACMIN/boxscore.html	http://www.nba.com/games/20101027/SACMIN/gameinfo.html	Minnesota Timberwolves	MIN	Sacramento Kings	SAC	NULL	2010-10-29 14:50:14	2010-10-29 15:19:23
NBA	2010-2011	2010-10-27	20101027UTADEN	http://www.nba.com/games/20101027/UTADEN/boxscore.html	http://www.nba.com/games/20101027/UTADEN/gameinfo.html	Denver Nuggets	DEN	Utah Jazz	UTA	NULL	2010-11-01 15:01:48	2010-11-01 15:16:32
NBA	2010-2011	2010-10-28	20101028PHXUTA	http://www.nba.com/games/20101028/PHXUTA/boxscore.html	http://www.nba.com/games/20101028/PHXUTA/gameinfo.html	Utah Jazz	UTA	Phoenix Suns	PHX	NULL	2010-11-01 15:22:43	2010-11-01 15:25:33
NBA	2010-2011	2010-10-28	20101028WASORL	http://www.nba.com/games/20101028/WASORL/boxscore.html	http://www.nba.com/games/20101028/WASORL/gameinfo.html	Orlando Magic	ORL	Washington Wizards	WAS	NULL	2010-11-01 15:22:47	2010-11-01 15:28:08
NBA	2010-2011	2010-10-29	20101029ATLPHI	http://www.nba.com/games/20101029/ATLPHI/boxscore.html	http://www.nba.com/games/20101029/ATLPHI/gameinfo.html	Philadelphia 76ers	PHI	Atlanta Hawks	ATL	NULL	2010-11-01 15:29:25	2010-11-01 15:32:07
NBA	2010-2011	2010-10-29	20101029CLETOR	http://www.nba.com/games/20101029/CLETOR/boxscore.html	http://www.nba.com/games/20101029/CLETOR/gameinfo.html	Toronto Raptors	TOR	Cleveland Cavaliers	CLE	NULL	2010-11-01 15:29:32	2010-11-01 15:33:48
NBA	2010-2011	2010-10-29	20101029DENNOH	http://www.nba.com/games/20101029/DENNOH/boxscore.html	http://www.nba.com/games/20101029/DENNOH/gameinfo.html	New Orleans Hornets	NOH	Denver Nuggets	DEN	NULL	2010-11-01 15:29:38	2010-11-01 15:34:22
NBA	2010-2011	2010-10-29	20101029INDCHA	http://www.nba.com/games/20101029/INDCHA/boxscore.html	http://www.nba.com/games/20101029/INDCHA/gameinfo.html	Charlotte Bobcats	CHA	Indianapolis Pacers	IND	NULL	2010-11-01 15:29:44	2010-11-01 15:35:22
NBA	2010-2011	2010-10-29	20101029LACGSW	http://www.nba.com/games/20101029/LACGSW/boxscore.html	http://www.nba.com/games/20101029/LACGSW/gameinfo.html	Golden State Warriors	GSW	Los Angeles Clippers	LAC	NULL	2010-11-01 15:29:50	2010-11-01 15:42:45
NBA	2010-2011	2010-10-29	20101029LALPHX	http://www.nba.com/games/20101029/LALPHX/boxscore.html	http://www.nba.com/games/20101029/LALPHX/gameinfo.html	Phoenix Suns	PHX	Los Angeles Lakers	LAL	NULL	2010-11-01 15:29:57	2010-11-01 15:43:22
NBA	2010-2011	2010-10-29	20101029MEMDAL	http://www.nba.com/games/20101029/MEMDAL/boxscore.html	http://www.nba.com/games/20101029/MEMDAL/gameinfo.html	Dallas Maverics	DAL	Memphis Grizzlies	MEM	NULL	2010-11-01 16:02:09	2010-11-01 16:02:38
NBA	2010-2011	2010-10-29	20101029MILMIN	http://www.nba.com/games/20101029/MILMIN/boxscore.html	http://www.nba.com/games/20101029/MILMIN/gameinfo.html	Minnesota Timberwolves	MIN	Milwaukee Bucks	MIL	NULL	2010-11-01 15:30:14	2010-11-01 15:43:25
NBA	2010-2011	2010-10-29	20101029NYKBOS	http://www.nba.com/games/20101029/NYKBOS/boxscore.html	http://www.nba.com/games/20101029/NYKBOS/gameinfo.html	Boston Celtics	BOS	New York Knicks	NYK	NULL	2010-11-01 15:30:23	2010-11-01 15:44:11
NBA	2010-2011	2010-10-29	20101029OKCDET	http://www.nba.com/games/20101029/OKCDET/boxscore.html	http://www.nba.com/games/20101029/OKCDET/gameinfo.html	Detroit Pistons	DET	Oklahoma City Thunder	OKC	NULL	2010-11-01 15:30:29	2010-11-01 15:45:49
NBA	2010-2011	2010-10-29	20101029ORLMIA	http://www.nba.com/games/20101029/ORLMIA/boxscore.html	http://www.nba.com/games/20101029/ORLMIA/gameinfo.html	Miami Heat	MIA	Orlando Magic	ORL	NULL	2010-11-01 15:30:37	2010-11-01 15:45:52
NBA	2010-2011	2010-10-29	20101029SACNJN	http://www.nba.com/games/20101029/SACNJN/boxscore.html	http://www.nba.com/games/20101029/SACNJN/gameinfo.html	New Jersey Nets	NJN	Sacramento Kings	SAC	NULL	2010-11-01 15:30:48	2010-11-01 15:45:56
NBA	2010-2011	2010-10-30	20101030CHAMIL	http://www.nba.com/games/20101030/CHAMIL/boxscore.html	http://www.nba.com/games/20101030/CHAMIL/gameinfo.html	Milwaukee Bucks	MIL	Charlotte Bobcats	CHA	NULL	2010-11-01 15:46:27	2010-11-01 15:48:15
NBA	2010-2011	2010-10-30	20101030DENHOU	http://www.nba.com/games/20101030/DENHOU/boxscore.html	http://www.nba.com/games/20101030/DENHOU/gameinfo.html	Houston Rockets	HOU	Denver Nuggets	DEN	NULL	2010-11-01 15:46:32	2010-11-01 15:48:53
NBA	2010-2011	2010-10-30	20101030DETCHI	http://www.nba.com/games/20101030/DETCHI/boxscore.html	http://www.nba.com/games/20101030/DETCHI/gameinfo.html	Chicago Bulls	CHI	Detroit Pistons	DET	NULL	2010-11-01 15:46:40	2010-11-01 15:49:11
